trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialN,images1,duration1,images2,duration2,images3,duration3,correctAns,fixation.started,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,54.42688949999865,None,,,,,,,
