trialN,images1,duration1,images2,duration2,images3,duration3,correctAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,image1.started,image1.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,image.started,image.stopped,image_2.started,image_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,taskSamples\A6_1.png,8,None,0,None,0,1,0,0,0,0,34.83801509998739,None,35.60885620000772,None,None,0,35.60885620000772,None,43.633060680015475,None,43.633060680015475,None,None,0,43.633060680015475,None,,001,2021_Aug_18_1413,taskSwitching,2021.2.1,60.20890082289947,
