1.2055 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
6.9400 	EXP 	Created sequence: sequential, trialTypes=50, nReps=1, seed=None
6.9402 	EXP 	New trial (rep=0, index=0): {'trialN': 1, 'images1': 'taskSamples\\A6_1.png', 'duration1': 8, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 1}
6.9810 	EXP 	fixation: autoDraw = True
7.7358 	EXP 	fixation: autoDraw = False
7.7358 	EXP 	image1: autoDraw = True
15.7570 	EXP 	New trial (rep=0, index=1): {'trialN': 2, 'images1': 'taskSamples\\A20_2.png', 'duration1': 8, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
15.7678 	EXP 	image1: autoDraw = False
15.7678 	EXP 	image1: autoDraw = False
15.7678 	EXP 	image: autoDraw = True
15.7678 	EXP 	image: autoDraw = False
15.7678 	EXP 	image: autoDraw = False
15.7678 	EXP 	image_2: autoDraw = True
15.7678 	EXP 	image_2: autoDraw = False
15.7678 	EXP 	image_2: autoDraw = False
15.7678 	EXP 	fixation: autoDraw = True
16.5729 	EXP 	fixation: autoDraw = False
16.5729 	EXP 	fixation: autoDraw = False
16.5729 	EXP 	image1: autoDraw = True
24.5714 	EXP 	New trial (rep=0, index=2): {'trialN': 3, 'images1': 'taskSamples\\B17.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
24.5818 	EXP 	image1: autoDraw = False
24.5818 	EXP 	image1: autoDraw = False
24.5818 	EXP 	image: autoDraw = True
24.5818 	EXP 	image: autoDraw = False
24.5818 	EXP 	image: autoDraw = False
24.5818 	EXP 	image_2: autoDraw = True
24.5818 	EXP 	image_2: autoDraw = False
24.5818 	EXP 	image_2: autoDraw = False
24.5818 	EXP 	fixation: autoDraw = True
25.4032 	EXP 	fixation: autoDraw = False
25.4032 	EXP 	fixation: autoDraw = False
25.4032 	EXP 	image1: autoDraw = True
30.4113 	EXP 	New trial (rep=0, index=3): {'trialN': 4, 'images1': 'taskSamples\\B8.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
30.4200 	EXP 	image1: autoDraw = False
30.4200 	EXP 	image1: autoDraw = False
30.4200 	EXP 	image: autoDraw = True
30.4200 	EXP 	image: autoDraw = False
30.4200 	EXP 	image: autoDraw = False
30.4200 	EXP 	image_2: autoDraw = True
30.4200 	EXP 	image_2: autoDraw = False
30.4200 	EXP 	image_2: autoDraw = False
30.4200 	EXP 	fixation: autoDraw = True
31.2253 	EXP 	fixation: autoDraw = False
31.2253 	EXP 	fixation: autoDraw = False
31.2253 	EXP 	image1: autoDraw = True
36.2439 	EXP 	New trial (rep=0, index=4): {'trialN': 5, 'images1': 'taskSamples\\C4_Spatial_ADD_1.png', 'duration1': 8, 'images2': 'taskSamples\\C4_Spatial_ADD_2.png', 'duration2': 2, 'images3': 'taskSamples\\C4_Spatial_ADD_3.png', 'duration3': 5, 'correctAns': 1}
36.2542 	EXP 	image1: autoDraw = False
36.2542 	EXP 	image1: autoDraw = False
36.2542 	EXP 	image: autoDraw = True
36.2542 	EXP 	image: autoDraw = False
36.2542 	EXP 	image: autoDraw = False
36.2542 	EXP 	image_2: autoDraw = True
36.2542 	EXP 	image_2: autoDraw = False
36.2542 	EXP 	image_2: autoDraw = False
36.2542 	EXP 	fixation: autoDraw = True
37.0757 	EXP 	fixation: autoDraw = False
37.0757 	EXP 	fixation: autoDraw = False
37.0757 	EXP 	image1: autoDraw = True
45.0952 	EXP 	image1: autoDraw = False
45.0952 	EXP 	image1: autoDraw = False
45.0952 	EXP 	image: autoDraw = True
47.1305 	EXP 	image: autoDraw = False
47.1305 	EXP 	image: autoDraw = False
47.1305 	EXP 	image_2: autoDraw = True
52.1209 	EXP 	New trial (rep=0, index=5): {'trialN': 6, 'images1': 'taskSamples\\C3_Episodic_SUB_1.png', 'duration1': 8, 'images2': 'taskSamples\\C3_Episodic_SUB_2.png', 'duration2': 2, 'images3': 'taskSamples\\C3_Episodic_SUB_3.png', 'duration3': 5, 'correctAns': 1}
52.1359 	EXP 	image_2: autoDraw = False
52.1359 	EXP 	image_2: autoDraw = False
52.1359 	EXP 	fixation: autoDraw = True
52.9566 	EXP 	fixation: autoDraw = False
52.9566 	EXP 	fixation: autoDraw = False
52.9566 	EXP 	image1: autoDraw = True
60.9761 	EXP 	image1: autoDraw = False
60.9761 	EXP 	image1: autoDraw = False
60.9761 	EXP 	image: autoDraw = True
63.0121 	EXP 	image: autoDraw = False
63.0121 	EXP 	image: autoDraw = False
63.0121 	EXP 	image_2: autoDraw = True
66.9666 	DATA 	Keypress: escape
67.1010 	EXP 	window1: mouseVisible = True
