images,correctAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation1.started,Fixation1.stopped,Trial1.started,Trial1.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Task samples\相同位置及边数8.png,1,0,0,0,16,15.7994672000641,16.800406099995598,16.78365630004555,24.791722599999048,None,0,1.0157172200269997,None,,001,2021_Aug_18_1619,Demo,2021.2.1,59.67249347994025,
