dotN,equations,numbers,field_position,pos1,pos2,correctR,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,dots.started,dots.stopped,equation.started,equation.stopped,number.started,number.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5,4+1,6,"(0.3, -0.25)","(0, 0.25)","(-0.3, -0.25)",2,0,17,17,25,,,,,,,110.71929010003805,None,111.72021219995804,None,111.72021219995804,None,111.72021219995804,None,None,0,111.72021219995804,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
3,1+3,4,"(0.3, -0.25)","(-0.3, -0.25)","(0, 0.25)",2,0,18,18,9,,,,,,,116.72462800005451,None,117.7243230000604,None,117.7243230000604,None,117.7243230000604,None,None,0,117.7243230000604,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
8,3+6,9,"(0.3, -0.25)","(-0.3, -0.25)","(0, 0.25)",2,0,19,19,47,,,,,,,122.72885800001677,None,123.71414759999607,None,123.71414759999607,None,123.71414759999607,None,None,0,123.71414759999607,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
4,2+2,3,"(-0.3, -0.25)","(0, 0.25)","(0.3, -0.25)",2,0,20,20,18,,,,,,,128.71869720006362,None,129.72067169996444,None,129.72067169996444,None,129.72067169996444,None,None,0,129.72067169996444,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
9,5+3,9,"(0, 0.25)","(0.3, -0.25)","(-0.3, -0.25)",2,0,21,21,0,,,,,,,134.72286340000574,None,135.72555410000496,None,135.72555410000496,None,135.72555410000496,None,None,0,135.72555410000496,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
3,1+2,3,"(-0.3, -0.25)","(0, 0.25)","(0.3, -0.25)",1,0,22,22,4,,,,,,,140.72835180000402,None,141.73062769998796,None,141.73062769998796,None,141.73062769998796,None,None,0,141.73062769998796,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
4,1+3,4,"(0.3, -0.25)","(0, 0.25)","(-0.3, -0.25)",1,0,23,23,51,,,,,,,146.71817210002337,None,147.7193142999895,None,147.7193142999895,None,147.7193142999895,None,None,0,147.7193142999895,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
8,4+4,9,"(0.3, -0.25)","(0, 0.25)","(-0.3, -0.25)",2,0,24,24,17,,,,,,,152.7244891000446,None,153.72544720000587,None,153.72544720000587,None,153.72544720000587,None,None,0,153.72544720000587,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
9,2+7,8,"(-0.3, -0.25)","(0, 0.25)","(0.3, -0.25)",2,0,25,25,50,,,,,,,158.72903339995537,None,159.73093670001253,None,159.73093670001253,None,159.73093670001253,None,None,0,159.73093670001253,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
8,7+1,8,"(0, 0.25)","(0.3, -0.25)","(-0.3, -0.25)",1,0,26,26,41,,,,,,,164.71767130005173,None,165.71877340006176,None,165.71877340006176,None,165.71877340006176,None,None,0,165.71877340006176,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
8,3+5,7,"(-0.3, -0.25)","(0, 0.25)","(0.3, -0.25)",2,0,27,27,26,,,,,,,170.72194469999522,None,171.7228308999911,None,171.7228308999911,None,171.7228308999911,None,None,0,171.7228308999911,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
7,3+4,7,"(-0.3, -0.25)","(0, 0.25)","(0.3, -0.25)",1,0,28,28,45,,,,,,,176.72730130003765,None,177.72972100006882,None,177.72972100006882,None,177.72972100006882,None,None,0,177.72972100006882,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
5,1+4,5,"(0.3, -0.25)","(-0.3, -0.25)","(0, 0.25)",1,0,29,29,15,,,,,,,182.71686110005248,None,183.72065000003204,None,183.72065000003204,None,183.72065000003204,None,None,0,183.72065000003204,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
