1.1992 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.9410 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CE31016828>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001CE30BEB3C8>, multiSample=False, name='window1', numSamples=2, pos=[325.0, -55.0], screen=0, size=array([1270, 1190]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.9410 	EXP 	window1: mouseVisible = True
5.9411 	EXP 	window1: recordFrameIntervals = False
6.1121 	EXP 	window1: recordFrameIntervals = True
6.2921 	EXP 	window1: recordFrameIntervals = False
6.6071 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='比较三个项目之间是否相等，相等的话按1键，不相等的话按2键\n准备好了按一键开始', units='height', win=Window(...), wrapWidth=1)
6.6097 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=UNKNOWN, interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=UNKNOWN, lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
6.6124 	EXP 	Created dots = DotStim(__class__=<class 'psychopy.visual.dot.DotStim'>, autoLog=True, coherence=1.0, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, dir=0.0, dotLife=0.0, dotSize=35.0, element=None, fieldPos=array([0., 0.]), fieldShape='circle', fieldSize=array([0.3, 0.3]), nDots=9, name='dots', noiseDots='direction', opacity=1, rgb=UNKNOWN, signalDots='same', speed=0.0, units='height', win=Window(...))
6.6136 	EXP 	Created equation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='equation', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.6145 	EXP 	Created number = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='number', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.6584 	EXP 	text_3: autoDraw = True
8.6871 	DATA 	Keypress: 1
8.7157 	EXP 	Imported trail.xlsx as conditions, 62 conditions, 7 params
8.7162 	EXP 	Created sequence: random, trialTypes=62, nReps=1, seed=None
8.7164 	EXP 	New trial (rep=0, index=0): {'dotN': 6, 'equations': '3+2', 'numbers': 5, 'field_position': (0, 0.25), 'pos1': (-0.3, -0.25), 'pos2': (0.3, -0.25), 'correctR': 2}
8.7260 	EXP 	text_3: autoDraw = False
8.7260 	EXP 	polygon: autoDraw = True
9.7448 	EXP 	polygon: autoDraw = False
9.7448 	EXP 	dots: pos = array([0.  , 0.25])
9.7448 	EXP 	dots: fieldPos = array([0.  , 0.25])
9.7448 	EXP 	equation: pos = array([-0.3 , -0.25])
9.7448 	EXP 	equation: text = '3+2'
9.7448 	EXP 	number: pos = array([ 0.3 , -0.25])
9.7448 	EXP 	number: text = 5
9.7448 	EXP 	dots: autoDraw = True
9.7448 	EXP 	equation: autoDraw = True
9.7448 	EXP 	number: autoDraw = True
10.6684 	DATA 	Keypress: lwindows
10.6851 	DATA 	Keypress: lshift
11.1396 	DATA 	Keypress: s
14.7012 	EXP 	New trial (rep=0, index=1): {'dotN': 9, 'equations': '5+4', 'numbers': 9, 'field_position': (-0.3, -0.25), 'pos1': (0, 0.25), 'pos2': (0.3, -0.25), 'correctR': 1}
14.7204 	EXP 	dots: autoDraw = False
14.7204 	EXP 	equation: autoDraw = False
14.7204 	EXP 	number: autoDraw = False
14.7204 	EXP 	polygon: autoDraw = True
15.7190 	EXP 	polygon: autoDraw = False
15.7190 	EXP 	dots: pos = array([-0.3 , -0.25])
15.7190 	EXP 	dots: fieldPos = array([-0.3 , -0.25])
15.7190 	EXP 	equation: pos = array([0.  , 0.25])
15.7190 	EXP 	equation: text = '5+4'
15.7190 	EXP 	number: pos = array([ 0.3 , -0.25])
15.7190 	EXP 	number: text = 9
15.7190 	EXP 	dots: autoDraw = True
15.7190 	EXP 	equation: autoDraw = True
15.7190 	EXP 	number: autoDraw = True
20.7048 	EXP 	New trial (rep=0, index=2): {'dotN': 8, 'equations': '4+3', 'numbers': 8, 'field_position': (0, 0.25), 'pos1': (0.3, -0.25), 'pos2': (-0.3, -0.25), 'correctR': 2}
20.7223 	EXP 	dots: autoDraw = False
20.7223 	EXP 	equation: autoDraw = False
20.7223 	EXP 	number: autoDraw = False
20.7223 	EXP 	polygon: autoDraw = True
21.7214 	EXP 	polygon: autoDraw = False
21.7214 	EXP 	dots: pos = array([0.  , 0.25])
21.7214 	EXP 	dots: fieldPos = array([0.  , 0.25])
21.7214 	EXP 	equation: pos = array([ 0.3 , -0.25])
21.7214 	EXP 	equation: text = '4+3'
21.7214 	EXP 	number: pos = array([-0.3 , -0.25])
21.7214 	EXP 	number: text = 8
21.7214 	EXP 	dots: autoDraw = True
21.7214 	EXP 	equation: autoDraw = True
21.7214 	EXP 	number: autoDraw = True
26.7099 	EXP 	New trial (rep=0, index=3): {'dotN': 8, 'equations': '5+2', 'numbers': 7, 'field_position': (0, 0.25), 'pos1': (-0.3, -0.25), 'pos2': (0.3, -0.25), 'correctR': 2}
26.7259 	EXP 	dots: autoDraw = False
26.7259 	EXP 	equation: autoDraw = False
26.7259 	EXP 	number: autoDraw = False
26.7259 	EXP 	polygon: autoDraw = True
27.0291 	DATA 	Keypress: lshift
27.0624 	DATA 	Keypress: lwindows
27.7296 	EXP 	polygon: autoDraw = False
27.7296 	EXP 	dots: pos = array([0.  , 0.25])
27.7296 	EXP 	dots: fieldPos = array([0.  , 0.25])
27.7296 	EXP 	equation: pos = array([-0.3 , -0.25])
27.7296 	EXP 	equation: text = '5+2'
27.7296 	EXP 	number: pos = array([ 0.3 , -0.25])
27.7296 	EXP 	number: text = 7
27.7296 	EXP 	dots: autoDraw = True
27.7296 	EXP 	equation: autoDraw = True
27.7296 	EXP 	number: autoDraw = True
30.9722 	DATA 	Keypress: lshift
30.9874 	DATA 	Keypress: lwindows
32.7011 	EXP 	New trial (rep=0, index=4): {'dotN': 8, 'equations': '3+5', 'numbers': 8, 'field_position': (-0.3, -0.25), 'pos1': (0, 0.25), 'pos2': (0.3, -0.25), 'correctR': 1}
32.7170 	EXP 	dots: autoDraw = False
32.7170 	EXP 	equation: autoDraw = False
32.7170 	EXP 	number: autoDraw = False
32.7170 	EXP 	polygon: autoDraw = True
33.7179 	EXP 	polygon: autoDraw = False
33.7179 	EXP 	dots: pos = array([-0.3 , -0.25])
33.7179 	EXP 	dots: fieldPos = array([-0.3 , -0.25])
33.7179 	EXP 	equation: pos = array([0.  , 0.25])
33.7179 	EXP 	equation: text = '3+5'
33.7179 	EXP 	number: pos = array([ 0.3 , -0.25])
33.7179 	EXP 	number: text = 8
33.7179 	EXP 	dots: autoDraw = True
33.7179 	EXP 	equation: autoDraw = True
33.7179 	EXP 	number: autoDraw = True
38.7113 	EXP 	New trial (rep=0, index=5): {'dotN': 7, 'equations': '5+2', 'numbers': 7, 'field_position': (0.3, -0.25), 'pos1': (-0.3, -0.25), 'pos2': (0, 0.25), 'correctR': 1}
38.7225 	EXP 	dots: autoDraw = False
38.7225 	EXP 	equation: autoDraw = False
38.7225 	EXP 	number: autoDraw = False
38.7225 	EXP 	polygon: autoDraw = True
39.7250 	EXP 	polygon: autoDraw = False
39.7250 	EXP 	dots: pos = array([ 0.3 , -0.25])
39.7250 	EXP 	dots: fieldPos = array([ 0.3 , -0.25])
39.7250 	EXP 	equation: pos = array([-0.3 , -0.25])
39.7250 	EXP 	equation: text = '5+2'
39.7250 	EXP 	number: pos = array([0.  , 0.25])
39.7250 	EXP 	number: text = 7
39.7250 	EXP 	dots: autoDraw = True
39.7250 	EXP 	equation: autoDraw = True
39.7250 	EXP 	number: autoDraw = True
44.7115 	EXP 	New trial (rep=0, index=6): {'dotN': 7, 'equations': '2+5', 'numbers': 7, 'field_position': (0, 0.25), 'pos1': (0.3, -0.25), 'pos2': (-0.3, -0.25), 'correctR': 1}
44.7266 	EXP 	dots: autoDraw = False
44.7266 	EXP 	equation: autoDraw = False
44.7266 	EXP 	number: autoDraw = False
44.7266 	EXP 	polygon: autoDraw = True
45.7263 	EXP 	polygon: autoDraw = False
45.7263 	EXP 	dots: pos = array([0.  , 0.25])
45.7263 	EXP 	dots: fieldPos = array([0.  , 0.25])
45.7263 	EXP 	equation: pos = array([ 0.3 , -0.25])
45.7263 	EXP 	equation: text = '2+5'
45.7263 	EXP 	number: pos = array([-0.3 , -0.25])
45.7263 	EXP 	number: text = 7
45.7263 	EXP 	dots: autoDraw = True
45.7263 	EXP 	equation: autoDraw = True
45.7263 	EXP 	number: autoDraw = True
47.7383 	DATA 	Keypress: lwindows
47.7695 	DATA 	Keypress: lshift
48.5705 	DATA 	Keypress: lshift
48.5709 	DATA 	Keypress: lwindows
48.6031 	DATA 	Keypress: s
50.6997 	EXP 	New trial (rep=0, index=7): {'dotN': 4, 'equations': '3+1', 'numbers': 4, 'field_position': (0.3, -0.25), 'pos1': (0, 0.25), 'pos2': (-0.3, -0.25), 'correctR': 1}
50.7157 	EXP 	dots: autoDraw = False
50.7157 	EXP 	equation: autoDraw = False
50.7157 	EXP 	number: autoDraw = False
50.7157 	EXP 	polygon: autoDraw = True
51.7168 	EXP 	polygon: autoDraw = False
51.7168 	EXP 	dots: pos = array([ 0.3 , -0.25])
51.7168 	EXP 	dots: fieldPos = array([ 0.3 , -0.25])
51.7168 	EXP 	equation: pos = array([0.  , 0.25])
51.7168 	EXP 	equation: text = '3+1'
51.7168 	EXP 	number: pos = array([-0.3 , -0.25])
51.7168 	EXP 	number: text = 4
51.7168 	EXP 	dots: autoDraw = True
51.7168 	EXP 	equation: autoDraw = True
51.7168 	EXP 	number: autoDraw = True
56.7052 	EXP 	New trial (rep=0, index=8): {'dotN': 9, 'equations': '4+5', 'numbers': 9, 'field_position': (-0.3, -0.25), 'pos1': (0, 0.25), 'pos2': (0.3, -0.25), 'correctR': 1}
56.7203 	EXP 	dots: autoDraw = False
56.7203 	EXP 	equation: autoDraw = False
56.7203 	EXP 	number: autoDraw = False
56.7203 	EXP 	polygon: autoDraw = True
57.7374 	EXP 	polygon: autoDraw = False
57.7374 	EXP 	dots: pos = array([-0.3 , -0.25])
57.7374 	EXP 	dots: fieldPos = array([-0.3 , -0.25])
57.7374 	EXP 	equation: pos = array([0.  , 0.25])
57.7374 	EXP 	equation: text = '4+5'
57.7374 	EXP 	number: pos = array([ 0.3 , -0.25])
57.7374 	EXP 	number: text = 9
57.7374 	EXP 	dots: autoDraw = True
57.7374 	EXP 	equation: autoDraw = True
57.7374 	EXP 	number: autoDraw = True
60.8814 	DATA 	Keypress: lshift
60.9133 	DATA 	Keypress: lwindows
61.2820 	DATA 	Keypress: s
62.7097 	EXP 	New trial (rep=0, index=9): {'dotN': 5, 'equations': '3+2', 'numbers': 5, 'field_position': (0, 0.25), 'pos1': (0.3, -0.25), 'pos2': (-0.3, -0.25), 'correctR': 1}
62.7253 	EXP 	dots: autoDraw = False
62.7253 	EXP 	equation: autoDraw = False
62.7253 	EXP 	number: autoDraw = False
62.7253 	EXP 	polygon: autoDraw = True
63.7269 	EXP 	polygon: autoDraw = False
63.7269 	EXP 	dots: pos = array([0.  , 0.25])
63.7269 	EXP 	dots: fieldPos = array([0.  , 0.25])
63.7269 	EXP 	equation: pos = array([ 0.3 , -0.25])
63.7269 	EXP 	equation: text = '3+2'
63.7269 	EXP 	number: pos = array([-0.3 , -0.25])
63.7269 	EXP 	number: text = 5
63.7269 	EXP 	dots: autoDraw = True
63.7269 	EXP 	equation: autoDraw = True
63.7269 	EXP 	number: autoDraw = True
64.5508 	DATA 	Keypress: lwindows
64.5663 	DATA 	Keypress: lshift
66.9521 	DATA 	Keypress: lwindows
66.9701 	DATA 	Keypress: lshift
67.4583 	DATA 	Keypress: s
68.7005 	EXP 	New trial (rep=0, index=10): {'dotN': 3, 'equations': '1+2', 'numbers': 4, 'field_position': (0.3, -0.25), 'pos1': (0, 0.25), 'pos2': (-0.3, -0.25), 'correctR': 2}
68.7166 	EXP 	dots: autoDraw = False
68.7166 	EXP 	equation: autoDraw = False
68.7166 	EXP 	number: autoDraw = False
68.7166 	EXP 	polygon: autoDraw = True
69.7168 	EXP 	polygon: autoDraw = False
69.7168 	EXP 	dots: pos = array([ 0.3 , -0.25])
