trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,dotN,equations,numbers,field_position,pos1,pos2,correctR,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,6.679130299948156,None,1,3.524286799947731,6.679130299948156,None,,,,001,2021_Aug_17_1617,untitled,2021.2.1,59.998584008666015,
,,,,,,,,,,,,,,,,,10.253061199910007,None,,,,,,,
