trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,dotN,equations,numbers,field_position,pos1,pos2,correctR,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,7.109503900050186,None,1,4.353412099997513,7.109503900050186,None,,,,001,2021_Aug_18_1656,untitled,2021.2.0,60.0293063068651,
,,,,,,,,,,,,,,,,,11.51439880009275,None,,,,,,,
